id,category,amount
1605,Electronics,50
1606,Clothing,200
1607,Home,20
1608,Electronics,100
1609,Clothing,50
1610,Home,200
1611,Electronics,20
1612,Clothing,100
1613,Home,50
1614,Electronics,200
1615,Clothing,20
1616,Home,100
1617,Electronics,50
1618,Clothing,200
1619,Home,20
1620,Electronics,100
1621,Clothing,50
1622,Home,200
1623,Electronics,20
1624,Clothing,100
1625,Home,50
1626,Electronics,200
1627,Clothing,20
1628,Home,100
1629,Electronics,50
1630,Clothing,200
1631,Home,20
1632,Electronics,100
1633,Clothing,50
1634,Home,200
1635,Electronics,20
1636,Clothing,100
1637,Home,50
1638,Electronics,200
1639,Clothing,20
1640,Home,100
1641,Electronics,50
1642,Clothing,200
1643,Home,20
1644,Electronics,100
1645,Clothing,50
1646,Home,200
1647,Electronics,20
1648,Clothing,100
1649,Home,50
1650,Electronics,200
1651,Clothing,20
1652,Home,100
1653,Electronics,50
1654,Clothing,200
1655,Home,20
1656,Electronics,100
1657,Clothing,50
1658,Home,200
1659,Electronics,20
1660,Clothing,100
1661,Home,50
1662,Electronics,200
1663,Clothing,20
1664,Home,100
1665,Electronics,50
1666,Clothing,200
1667,Home,20
1668,Electronics,100
1669,Clothing,50
1670,Home,200
1671,Electronics,20
1672,Clothing,100
1673,Home,50
1674,Electronics,200
1675,Clothing,20
1676,Home,100
1677,Electronics,50
1678,Clothing,200
1679,Home,20
1680,Electronics,100
1681,Clothing,50
1682,Home,200
1683,Electronics,20
1684,Clothing,100
1685,Home,50
1686,Electronics,200
1687,Clothing,20
1688,Home,100
1689,Electronics,50
1690,Clothing,200
1691,Home,20
1692,Electronics,100
1693,Clothing,50
1694,Home,200
1695,Electronics,20
1696,Clothing,100
1697,Home,50
1698,Electronics,200
1699,Clothing,20
1700,Home,100
1701,Electronics,50
1702,Clothing,200
1703,Home,20
1704,Electronics,100
1705,Clothing,50
1706,Home,200
1707,Electronics,20
1708,Clothing,100
1709,Home,50
1710,Electronics,200
1711,Clothing,20
1712,Home,100
1713,Electronics,50
1714,Clothing,200
1715,Home,20
1716,Electronics,100
1717,Clothing,50
1718,Home,200
1719,Electronics,20
1720,Clothing,100
1721,Home,50
1722,Electronics,200
1723,Clothing,20
1724,Home,100
1725,Electronics,50
1726,Clothing,200
1727,Home,20
1728,Electronics,100
1729,Clothing,50
1730,Home,200
1731,Electronics,20
1732,Clothing,100
1733,Home,50
1734,Electronics,200
1735,Clothing,20
1736,Home,100
1737,Electronics,50
1738,Clothing,200
1739,Home,20
1740,Electronics,100
1741,Clothing,50
1742,Home,200
1743,Electronics,20
1744,Clothing,100
1745,Home,50
1746,Electronics,200
1747,Clothing,20
1748,Home,100
1749,Electronics,50
1750,Clothing,200
1751,Home,20
1752,Electronics,100
1753,Clothing,50
1754,Home,200
1755,Electronics,20
1756,Clothing,100
1757,Home,50
1758,Electronics,200
1759,Clothing,20
1760,Home,100
1761,Electronics,50
1762,Clothing,200
1763,Home,20
1764,Electronics,100
1765,Clothing,50
1766,Home,200
1767,Electronics,20
1768,Clothing,100
1769,Home,50
1770,Electronics,200
1771,Clothing,20
1772,Home,100
1773,Electronics,50
1774,Clothing,200
1775,Home,20
1776,Electronics,100
1777,Clothing,50
1778,Home,200
1779,Electronics,20
1780,Clothing,100
1781,Home,50
1782,Electronics,200
1783,Clothing,20
1784,Home,100
1785,Electronics,50
1786,Clothing,200
1787,Home,20
1788,Electronics,100
1789,Clothing,50
1790,Home,200
1791,Electronics,20
1792,Clothing,100
1793,Home,50
1794,Electronics,200
1795,Clothing,20
1796,Home,100
1797,Electronics,50
1798,Clothing,200
1799,Home,20
1800,Electronics,100
1801,Clothing,50
1802,Home,200
1803,Electronics,20
1804,Clothing,100
1805,Home,50
1806,Electronics,200
1807,Clothing,20
1808,Home,100
1809,Electronics,50
1810,Clothing,200
1811,Home,20
1812,Electronics,100
1813,Clothing,50
1814,Home,200
1815,Electronics,20
1816,Clothing,100
1817,Home,50
1818,Electronics,200
1819,Clothing,20
1820,Home,100
1821,Electronics,50
1822,Clothing,200
1823,Home,20
1824,Electronics,100
1825,Clothing,50
1826,Home,200
1827,Electronics,20
1828,Clothing,100
1829,Home,50
1830,Electronics,200
1831,Clothing,20
1832,Home,100
1833,Electronics,50
1834,Clothing,200
1835,Home,20
1836,Electronics,100
1837,Clothing,50
1838,Home,200
1839,Electronics,20
1840,Clothing,100
1841,Home,50
1842,Electronics,200
1843,Clothing,20
1844,Home,100
1845,Electronics,50
1846,Clothing,200
1847,Home,20
1848,Electronics,100
1849,Clothing,50
1850,Home,200
1851,Electronics,20
1852,Clothing,100
1853,Home,50
1854,Electronics,200
1855,Clothing,20
1856,Home,100
1857,Electronics,50
1858,Clothing,200
1859,Home,20
1860,Electronics,100
1861,Clothing,50
1862,Home,200
1863,Electronics,20
1864,Clothing,100
1865,Home,50
1866,Electronics,200
1867,Clothing,20
1868,Home,100
1869,Electronics,50
1870,Clothing,200
1871,Home,20
1872,Electronics,100
1873,Clothing,50
1874,Home,200
1875,Electronics,20
1876,Clothing,100
1877,Home,50
1878,Electronics,200
1879,Clothing,20
1880,Home,100
1881,Electronics,50
1882,Clothing,200
1883,Home,20
1884,Electronics,100
1885,Clothing,50
1886,Home,200
1887,Electronics,20
1888,Clothing,100
1889,Home,50
1890,Electronics,200
1891,Clothing,20
1892,Home,100
1893,Electronics,50
1894,Clothing,200
1895,Home,20
1896,Electronics,100
1897,Clothing,50
1898,Home,200
1899,Electronics,20
1900,Clothing,100
1901,Home,50
1902,Electronics,200
1903,Clothing,20
1904,Home,100
1905,Electronics,50
1906,Clothing,200
1907,Home,20
1908,Electronics,100
1909,Clothing,50
1910,Home,200
1911,Electronics,20
1912,Clothing,100
1913,Home,50
1914,Electronics,200
1915,Clothing,20
1916,Home,100
1917,Electronics,50
1918,Clothing,200
1919,Home,20
1920,Electronics,100
1921,Clothing,50
1922,Home,200
1923,Electronics,20
1924,Clothing,100
1925,Home,50
1926,Electronics,200
1927,Clothing,20
1928,Home,100
1929,Electronics,50
1930,Clothing,200
1931,Home,20
1932,Electronics,100
1933,Clothing,50
1934,Home,200
1935,Electronics,20
1936,Clothing,100
1937,Home,50
1938,Electronics,200
1939,Clothing,20
1940,Home,100
1941,Electronics,50
1942,Clothing,200
1943,Home,20
1944,Electronics,100
1945,Clothing,50
1946,Home,200
1947,Electronics,20
1948,Clothing,100
1949,Home,50
1950,Electronics,200
1951,Clothing,20
1952,Home,100
1953,Electronics,50
1954,Clothing,200
1955,Home,20
1956,Electronics,100
1957,Clothing,50
1958,Home,200
1959,Electronics,20
1960,Clothing,100
1961,Home,50
1962,Electronics,200
1963,Clothing,20
1964,Home,100
1965,Electronics,50
1966,Clothing,200
1967,Home,20
1968,Electronics,100
1969,Clothing,50
1970,Home,200
1971,Electronics,20
1972,Clothing,100
1973,Home,50
1974,Electronics,200
1975,Clothing,20
1976,Home,100
1977,Electronics,50
1978,Clothing,200
1979,Home,20
1980,Electronics,100
1981,Clothing,50
1982,Home,200
1983,Electronics,20
1984,Clothing,100
1985,Home,50
1986,Electronics,200
1987,Clothing,20
1988,Home,100
1989,Electronics,50
1990,Clothing,200
1991,Home,20
1992,Electronics,100
1993,Clothing,50
1994,Home,200
1995,Electronics,20
1996,Clothing,100
1997,Home,50
1998,Electronics,200
1999,Clothing,20
2000,Home,100
2001,Electronics,50
2002,Clothing,200
2003,Home,20
2004,Electronics,100
2005,Clothing,50
2006,Home,200
2007,Electronics,20
2008,Clothing,100
2009,Home,50
2010,Electronics,200
2011,Clothing,20
2012,Home,100
2013,Electronics,50
2014,Clothing,200
2015,Home,20
2016,Electronics,100
2017,Clothing,50
2018,Home,200
2019,Electronics,20
2020,Clothing,100
2021,Home,50
2022,Electronics,200
2023,Clothing,20
2024,Home,100
2025,Electronics,50
2026,Clothing,200
2027,Home,20
2028,Electronics,100
2029,Clothing,50
2030,Home,200
2031,Electronics,20
2032,Clothing,100
2033,Home,50
2034,Electronics,200
2035,Clothing,20
2036,Home,100
2037,Electronics,50
2038,Clothing,200
2039,Home,20
2040,Electronics,100
2041,Clothing,50
2042,Home,200
2043,Electronics,20
2044,Clothing,100
2045,Home,50
2046,Electronics,200
2047,Clothing,20
2048,Home,100
2049,Electronics,50
2050,Clothing,200
2051,Home,20
2052,Electronics,100
2053,Clothing,50
2054,Home,200
2055,Electronics,20
2056,Clothing,100
2057,Home,50
2058,Electronics,200
2059,Clothing,20
2060,Home,100
2061,Electronics,50
2062,Clothing,200
2063,Home,20
2064,Electronics,100
2065,Clothing,50
2066,Home,200
2067,Electronics,20
2068,Clothing,100
2069,Home,50
2070,Electronics,200
2071,Clothing,20
2072,Home,100
2073,Electronics,50
2074,Clothing,200
2075,Home,20
2076,Electronics,100
2077,Clothing,50
2078,Home,200
2079,Electronics,20
2080,Clothing,100
2081,Home,50
2082,Electronics,200
2083,Clothing,20
2084,Home,100
2085,Electronics,50
2086,Clothing,200
2087,Home,20
2088,Electronics,100
2089,Clothing,50
2090,Home,200
2091,Electronics,20
2092,Clothing,100
2093,Home,50
2094,Electronics,200
2095,Clothing,20
2096,Home,100
2097,Electronics,50
2098,Clothing,200
2099,Home,20
2100,Electronics,100
2101,Clothing,50
2102,Home,200
2103,Electronics,20
2104,Clothing,100
2105,Home,50
2106,Electronics,200
2107,Clothing,20
2108,Home,100
2109,Electronics,50
2110,Clothing,200
2111,Home,20
2112,Electronics,100
2113,Clothing,50
2114,Home,200
2115,Electronics,20
2116,Clothing,100
2117,Home,50
2118,Electronics,200
2119,Clothing,20
2120,Home,100
2121,Electronics,50
2122,Clothing,200
2123,Home,20
2124,Electronics,100
2125,Clothing,50
2126,Home,200
2127,Electronics,20
2128,Clothing,100
2129,Home,50
2130,Electronics,200
2131,Clothing,20
2132,Home,100
2133,Electronics,50
2134,Clothing,200
2135,Home,20
2136,Electronics,100
2137,Clothing,50
2138,Home,200
2139,Electronics,20
2140,Clothing,100
2141,Home,50
2142,Electronics,200
2143,Clothing,20
2144,Home,100
2145,Electronics,50
2146,Clothing,200
2147,Home,20
2148,Electronics,100
2149,Clothing,50
2150,Home,200
2151,Electronics,20
2152,Clothing,100
2153,Home,50
2154,Electronics,200
2155,Clothing,20
2156,Home,100
2157,Electronics,50
2158,Clothing,200
2159,Home,20
2160,Electronics,100
2161,Clothing,50
2162,Home,200
2163,Electronics,20
2164,Clothing,100
2165,Home,50
2166,Electronics,200
2167,Clothing,20
2168,Home,100
2169,Electronics,50
2170,Clothing,200
2171,Home,20
2172,Electronics,100
2173,Clothing,50
2174,Home,200
2175,Electronics,20
2176,Clothing,100
2177,Home,50
2178,Electronics,200
2179,Clothing,20
2180,Home,100
2181,Electronics,50
2182,Clothing,200
2183,Home,20
2184,Electronics,100
2185,Clothing,50
2186,Home,200
2187,Electronics,20
2188,Clothing,100
2189,Home,50
2190,Electronics,200
2191,Clothing,20
2192,Home,100
2193,Electronics,50
2194,Clothing,200
2195,Home,20
2196,Electronics,100
2197,Clothing,50
2198,Home,200
2199,Electronics,20
2200,Clothing,100
2201,Home,50
2202,Electronics,200
2203,Clothing,20
2204,Home,100
2205,Electronics,50
2206,Clothing,200
2207,Home,20
2208,Electronics,100
2209,Clothing,50
2210,Home,200
2211,Electronics,20
2212,Clothing,100
2213,Home,50
2214,Electronics,200
2215,Clothing,20
2216,Home,100
2217,Electronics,50
2218,Clothing,200
2219,Home,20
2220,Electronics,100
2221,Clothing,50
2222,Home,200
2223,Electronics,20
2224,Clothing,100
2225,Home,50
2226,Electronics,200
2227,Clothing,20
2228,Home,100
2229,Electronics,50
2230,Clothing,200
2231,Home,20
2232,Electronics,100
2233,Clothing,50
2234,Home,200
2235,Electronics,20
2236,Clothing,100
2237,Home,50
2238,Electronics,200
2239,Clothing,20
2240,Home,100
2241,Electronics,50
2242,Clothing,200
2243,Home,20
2244,Electronics,100
2245,Clothing,50
2246,Home,200
2247,Electronics,20
2248,Clothing,100
2249,Home,50
2250,Electronics,200
2251,Clothing,20
2252,Home,100
2253,Electronics,50
2254,Clothing,200
2255,Home,20
2256,Electronics,100
2257,Clothing,50
2258,Home,200
2259,Electronics,20
2260,Clothing,100
2261,Home,50
2262,Electronics,200
2263,Clothing,20
2264,Home,100
2265,Electronics,50
2266,Clothing,200
2267,Home,20
2268,Electronics,100
2269,Clothing,50
2270,Home,200
2271,Electronics,20
2272,Clothing,100
2273,Home,50
2274,Electronics,200
2275,Clothing,20
2276,Home,100
2277,Electronics,50
2278,Clothing,200
2279,Home,20
2280,Electronics,100
2281,Clothing,50
2282,Home,200
2283,Electronics,20
2284,Clothing,100
2285,Home,50
2286,Electronics,200
2287,Clothing,20
2288,Home,100
2289,Electronics,50
2290,Clothing,200
2291,Home,20
2292,Electronics,100
2293,Clothing,50
2294,Home,200
2295,Electronics,20
2296,Clothing,100
2297,Home,50
2298,Electronics,200
2299,Clothing,20
2300,Home,100
2301,Electronics,50
2302,Clothing,200
2303,Home,20
2304,Electronics,100
2305,Clothing,50
2306,Home,200
2307,Electronics,20
2308,Clothing,100
2309,Home,50
2310,Electronics,200
2311,Clothing,20
2312,Home,100
2313,Electronics,50
2314,Clothing,200
2315,Home,20
2316,Electronics,100
2317,Clothing,50
2318,Home,200
2319,Electronics,20
2320,Clothing,100
2321,Home,50
2322,Electronics,200
2323,Clothing,20
2324,Home,100
2325,Electronics,50
2326,Clothing,200
2327,Home,20
2328,Electronics,100
2329,Clothing,50
2330,Home,200
2331,Electronics,20
2332,Clothing,100
2333,Home,50
2334,Electronics,200
2335,Clothing,20
2336,Home,100
2337,Electronics,50
2338,Clothing,200
2339,Home,20
2340,Electronics,100
2341,Clothing,50
2342,Home,200
2343,Electronics,20
2344,Clothing,100
2345,Home,50
2346,Electronics,200
2347,Clothing,20
2348,Home,100
2349,Electronics,50
2350,Clothing,200
2351,Home,20
2352,Electronics,100
2353,Clothing,50
2354,Home,200
2355,Electronics,20
2356,Clothing,100
2357,Home,50
2358,Electronics,200
2359,Clothing,20
2360,Home,100
2361,Electronics,50
2362,Clothing,200
2363,Home,20
2364,Electronics,100
2365,Clothing,50
2366,Home,200
2367,Electronics,20
2368,Clothing,100
2369,Home,50
2370,Electronics,200
2371,Clothing,20
2372,Home,100
2373,Electronics,50
2374,Clothing,200
2375,Home,20
2376,Electronics,100
2377,Clothing,50
2378,Home,200
2379,Electronics,20
2380,Clothing,100
2381,Home,50
2382,Electronics,200
2383,Clothing,20
2384,Home,100
2385,Electronics,50
2386,Clothing,200
2387,Home,20
2388,Electronics,100
2389,Clothing,50
2390,Home,200
2391,Electronics,20
2392,Clothing,100
2393,Home,50
2394,Electronics,200
2395,Clothing,20
2396,Home,100
2397,Electronics,50
2398,Clothing,200
2399,Home,20
2400,Electronics,100
2401,Clothing,50
2402,Home,200
2403,Electronics,20
2404,Clothing,100
2405,Home,50
2406,Electronics,200
2407,Clothing,20
2408,Home,100
2409,Electronics,50
2410,Clothing,200
2411,Home,20
2412,Electronics,100
2413,Clothing,50
2414,Home,200
2415,Electronics,20
2416,Clothing,100
2417,Home,50
2418,Electronics,200
2419,Clothing,20
2420,Home,100
2421,Electronics,50
2422,Clothing,200
2423,Home,20
2424,Electronics,100
2425,Clothing,50
2426,Home,200
2427,Electronics,20
2428,Clothing,100
2429,Home,50
2430,Electronics,200
2431,Clothing,20
2432,Home,100
2433,Electronics,50
2434,Clothing,200
2435,Home,20
2436,Electronics,100
2437,Clothing,50
2438,Home,200
2439,Electronics,20
2440,Clothing,100
2441,Home,50
2442,Electronics,200
2443,Clothing,20
2444,Home,100
2445,Electronics,50
2446,Clothing,200
2447,Home,20
2448,Electronics,100
2449,Clothing,50
2450,Home,200
2451,Electronics,20
2452,Clothing,100
2453,Home,50
2454,Electronics,200
2455,Clothing,20
2456,Home,100
2457,Electronics,50
2458,Clothing,200
2459,Home,20
2460,Electronics,100
2461,Clothing,50
2462,Home,200
2463,Electronics,20
2464,Clothing,100
2465,Home,50
2466,Electronics,200
2467,Clothing,20
2468,Home,100
2469,Electronics,50
2470,Clothing,200
2471,Home,20
2472,Electronics,100
2473,Clothing,50
2474,Home,200
2475,Electronics,20
2476,Clothing,100
2477,Home,50
2478,Electronics,200
2479,Clothing,20
2480,Home,100
2481,Electronics,50
2482,Clothing,200
2483,Home,20
2484,Electronics,100
2485,Clothing,50
2486,Home,200
2487,Electronics,20
2488,Clothing,100
2489,Home,50
2490,Electronics,200
2491,Clothing,20
2492,Home,100
2493,Electronics,50
2494,Clothing,200
2495,Home,20
2496,Electronics,100
2497,Clothing,50
2498,Home,200
2499,Electronics,20
2500,Clothing,100
2501,Home,50
2502,Electronics,200
2503,Clothing,20
2504,Home,100
2505,Electronics,50
2506,Clothing,200
2507,Home,20
2508,Electronics,100
2509,Clothing,50
2510,Home,200
2511,Electronics,20
2512,Clothing,100
2513,Home,50
2514,Electronics,200
2515,Clothing,20
2516,Home,100
2517,Electronics,50
2518,Clothing,200
2519,Home,20
2520,Electronics,100
2521,Clothing,50
2522,Home,200
2523,Electronics,20
2524,Clothing,100
2525,Home,50
2526,Electronics,200
2527,Clothing,20
2528,Home,100
2529,Electronics,50
2530,Clothing,200
2531,Home,20
2532,Electronics,100
2533,Clothing,50
2534,Home,200
2535,Electronics,20
2536,Clothing,100
2537,Home,50
2538,Electronics,200
2539,Clothing,20
2540,Home,100
2541,Electronics,50
2542,Clothing,200
2543,Home,20
2544,Electronics,100
2545,Clothing,50
2546,Home,200
2547,Electronics,20
2548,Clothing,100
2549,Home,50
2550,Electronics,200
2551,Clothing,20
2552,Home,100
2553,Electronics,50
2554,Clothing,200
2555,Home,20
2556,Electronics,100
2557,Clothing,50
2558,Home,200
2559,Electronics,20
2560,Clothing,100
2561,Home,50
2562,Electronics,200
2563,Clothing,20
2564,Home,100
2565,Electronics,50
2566,Clothing,200
2567,Home,20
2568,Electronics,100
2569,Clothing,50
2570,Home,200
2571,Electronics,20
2572,Clothing,100
2573,Home,50
2574,Electronics,200
2575,Clothing,20
2576,Home,100
2577,Electronics,50
2578,Clothing,200
2579,Home,20
2580,Electronics,100
2581,Clothing,50
2582,Home,200
2583,Electronics,20
2584,Clothing,100
2585,Home,50
2586,Electronics,200
2587,Clothing,20
2588,Home,100
2589,Electronics,50
2590,Clothing,200
2591,Home,20
2592,Electronics,100
2593,Clothing,50
2594,Home,200
2595,Electronics,20
2596,Clothing,100
2597,Home,50
2598,Electronics,200
2599,Clothing,20
2600,Home,100
2601,Electronics,50
2602,Clothing,200
2603,Home,20
2604,Electronics,100
2605,Clothing,50
2606,Home,200
2607,Electronics,20
2608,Clothing,100
2609,Home,50
2610,Electronics,200
2611,Clothing,20
2612,Home,100
2613,Electronics,50
2614,Clothing,200
2615,Home,20
2616,Electronics,100
2617,Clothing,50
2618,Home,200
2619,Electronics,20
2620,Clothing,100
2621,Home,50
2622,Electronics,200
2623,Clothing,20
2624,Home,100
2625,Electronics,50
2626,Clothing,200
2627,Home,20
2628,Electronics,100
2629,Clothing,50
2630,Home,200
2631,Electronics,20
2632,Clothing,100
2633,Home,50
2634,Electronics,200
2635,Clothing,20
2636,Home,100
2637,Electronics,50
2638,Clothing,200
2639,Home,20
2640,Electronics,100
2641,Clothing,50
2642,Home,200
2643,Electronics,20
2644,Clothing,100
2645,Home,50
2646,Electronics,200
2647,Clothing,20
2648,Home,100
2649,Electronics,50
2650,Clothing,200
2651,Home,20
2652,Electronics,100
2653,Clothing,50
2654,Home,200
2655,Electronics,20
2656,Clothing,100
2657,Home,50
2658,Electronics,200
2659,Clothing,20
2660,Home,100
2661,Electronics,50
2662,Clothing,200
2663,Home,20
2664,Electronics,100
2665,Clothing,50
2666,Home,200
2667,Electronics,20
2668,Clothing,100
2669,Home,50
2670,Electronics,200
2671,Clothing,20
2672,Home,100
2673,Electronics,50
2674,Clothing,200
2675,Home,20
2676,Electronics,100
2677,Clothing,50
2678,Home,200
2679,Electronics,20
2680,Clothing,100
2681,Home,50
2682,Electronics,200
2683,Clothing,20
2684,Home,100
